location_code,city,state,country,location_code_parent,country_iso_code,location_type
9023342,"64501","Missouri","United States",21157,US,Postal Code
9023343,"64503","Missouri","United States",21157,US,Postal Code
9023344,"64504","Missouri","United States",21157,US,Postal Code
9023345,"64505","Missouri","United States",21157,US,Postal Code
9023346,"64506","Missouri","United States",21157,US,Postal Code
9023347,"64507","Missouri","United States",21157,US,Postal Code
9023348,"64601","Missouri","United States",21157,US,Postal Code
9023349,"64620","Missouri","United States",21157,US,Postal Code
9023350,"64622","Missouri","United States",21157,US,Postal Code
9023351,"64623","Missouri","United States",21157,US,Postal Code
9023352,"64624","Missouri","United States",21157,US,Postal Code
9023353,"64625","Missouri","United States",21157,US,Postal Code
9023354,"64628","Missouri","United States",21157,US,Postal Code
9023355,"64630","Missouri","United States",21157,US,Postal Code
9023356,"64631","Missouri","United States",21157,US,Postal Code
9023357,"64632","Missouri","United States",21157,US,Postal Code
9023358,"64633","Missouri","United States",21157,US,Postal Code
9023359,"64635","Missouri","United States",21157,US,Postal Code
9023360,"64636","Missouri","United States",21157,US,Postal Code
9023361,"64637","Missouri","United States",21157,US,Postal Code
9023362,"64638","Missouri","United States",21157,US,Postal Code
9023363,"64639","Missouri","United States",21157,US,Postal Code
9023364,"64640","Missouri","United States",21157,US,Postal Code
9023365,"64641","Missouri","United States",21157,US,Postal Code
9023366,"64642","Missouri","United States",21157,US,Postal Code
9023367,"64643","Missouri","United States",21157,US,Postal Code
9023368,"64644","Missouri","United States",21157,US,Postal Code
9023369,"64645","Missouri","United States",21157,US,Postal Code
9023370,"64646","Missouri","United States",21157,US,Postal Code
9023371,"64647","Missouri","United States",21157,US,Postal Code
9023372,"64648","Missouri","United States",21157,US,Postal Code
9023373,"64649","Missouri","United States",21157,US,Postal Code
9023374,"64650","Missouri","United States",21157,US,Postal Code
9023375,"64651","Missouri","United States",21157,US,Postal Code
9023376,"64652","Missouri","United States",21157,US,Postal Code
9023377,"64653","Missouri","United States",21157,US,Postal Code
9023378,"64655","Missouri","United States",21157,US,Postal Code
9023379,"64656","Missouri","United States",21157,US,Postal Code
9023380,"64657","Missouri","United States",21157,US,Postal Code
9023381,"64658","Missouri","United States",21157,US,Postal Code
9023382,"64659","Missouri","United States",21157,US,Postal Code
9023383,"64660","Missouri","United States",21157,US,Postal Code
9023384,"64661","Missouri","United States",21157,US,Postal Code
9023385,"64664","Missouri","United States",21157,US,Postal Code
9023386,"64667","Missouri","United States",21157,US,Postal Code
9023387,"64668","Missouri","United States",21157,US,Postal Code
9023388,"64670","Missouri","United States",21157,US,Postal Code
9023389,"64671","Missouri","United States",21157,US,Postal Code
9023390,"64672","Missouri","United States",21157,US,Postal Code
9023391,"64673","Missouri","United States",21157,US,Postal Code
9023392,"64674","Missouri","United States",21157,US,Postal Code
9023393,"64676","Missouri","United States",21157,US,Postal Code
9023394,"64679","Missouri","United States",21157,US,Postal Code
9023395,"64681","Missouri","United States",21157,US,Postal Code
9023396,"64682","Missouri","United States",21157,US,Postal Code
9023397,"64683","Missouri","United States",21157,US,Postal Code
9023398,"64688","Missouri","United States",21157,US,Postal Code
9023399,"64689","Missouri","United States",21157,US,Postal Code
9023400,"64701","Missouri","United States",21157,US,Postal Code
9023401,"64720","Missouri","United States",21157,US,Postal Code
9023402,"64722","Missouri","United States",21157,US,Postal Code
9023403,"64723","Missouri","United States",21157,US,Postal Code
9023404,"64724","Missouri","United States",21157,US,Postal Code
9023405,"64725","Missouri","United States",21157,US,Postal Code
9023406,"64726","Missouri","United States",21157,US,Postal Code
9023407,"64728","Missouri","United States",21157,US,Postal Code
9023408,"64730","Missouri","United States",21157,US,Postal Code
9023409,"64733","Missouri","United States",21157,US,Postal Code
9023410,"64734","Missouri","United States",21157,US,Postal Code
9023411,"64735","Missouri","United States",21157,US,Postal Code
9023412,"64738","Missouri","United States",21157,US,Postal Code
9023413,"64739","Missouri","United States",21157,US,Postal Code
9023414,"64740","Missouri","United States",21157,US,Postal Code
9023415,"64741","Missouri","United States",21157,US,Postal Code
9023416,"64742","Missouri","United States",21157,US,Postal Code
9023418,"64744","Missouri","United States",21157,US,Postal Code
9023419,"64745","Missouri","United States",21157,US,Postal Code
9023420,"64746","Missouri","United States",21157,US,Postal Code
9023421,"64747","Missouri","United States",21157,US,Postal Code
9023422,"64748","Missouri","United States",21157,US,Postal Code
9023423,"64750","Missouri","United States",21157,US,Postal Code
9023425,"64752","Missouri","United States",21157,US,Postal Code
9023426,"64755","Missouri","United States",21157,US,Postal Code
9023427,"64756","Missouri","United States",21157,US,Postal Code
9023428,"64759","Missouri","United States",21157,US,Postal Code
9023429,"64761","Missouri","United States",21157,US,Postal Code
9023430,"64762","Missouri","United States",21157,US,Postal Code
9023431,"64763","Missouri","United States",21157,US,Postal Code
9023433,"64767","Missouri","United States",21157,US,Postal Code
9023434,"64769","Missouri","United States",21157,US,Postal Code
9023435,"64770","Missouri","United States",21157,US,Postal Code
9023436,"64771","Missouri","United States",21157,US,Postal Code
9023437,"64772","Missouri","United States",21157,US,Postal Code
9023438,"64776","Missouri","United States",21157,US,Postal Code
9023439,"64778","Missouri","United States",21157,US,Postal Code
9023440,"64779","Missouri","United States",21157,US,Postal Code
9023441,"64780","Missouri","United States",21157,US,Postal Code
9023442,"64783","Missouri","United States",21157,US,Postal Code
9023443,"64784","Missouri","United States",21157,US,Postal Code
9023444,"64788","Missouri","United States",21157,US,Postal Code
9023445,"64790","Missouri","United States",21157,US,Postal Code
9023446,"64801","Missouri","United States",21157,US,Postal Code
9023447,"64804","Missouri","United States",21157,US,Postal Code
9023449,"64831","Missouri","United States",21157,US,Postal Code
9023450,"64832","Missouri","United States",21157,US,Postal Code
9023452,"64834","Missouri","United States",21157,US,Postal Code
9023453,"64835","Missouri","United States",21157,US,Postal Code
9023454,"64836","Missouri","United States",21157,US,Postal Code
9023455,"64840","Missouri","United States",21157,US,Postal Code
9023457,"64842","Missouri","United States",21157,US,Postal Code
9023458,"64843","Missouri","United States",21157,US,Postal Code
9023459,"64844","Missouri","United States",21157,US,Postal Code
9023460,"64848","Missouri","United States",21157,US,Postal Code
9023461,"64850","Missouri","United States",21157,US,Postal Code
9023462,"64854","Missouri","United States",21157,US,Postal Code
9023463,"64855","Missouri","United States",21157,US,Postal Code
9023464,"64856","Missouri","United States",21157,US,Postal Code
9023465,"64859","Missouri","United States",21157,US,Postal Code
9023466,"64861","Missouri","United States",21157,US,Postal Code
9023467,"64862","Missouri","United States",21157,US,Postal Code
9023468,"64863","Missouri","United States",21157,US,Postal Code
9023469,"64865","Missouri","United States",21157,US,Postal Code
9023470,"64866","Missouri","United States",21157,US,Postal Code
9023471,"64867","Missouri","United States",21157,US,Postal Code
9023473,"64870","Missouri","United States",21157,US,Postal Code
9023474,"64873","Missouri","United States",21157,US,Postal Code
9023475,"64874","Missouri","United States",21157,US,Postal Code
9023476,"65001","Missouri","United States",21157,US,Postal Code
9023477,"65010","Missouri","United States",21157,US,Postal Code
9023478,"65011","Missouri","United States",21157,US,Postal Code
9023479,"65013","Missouri","United States",21157,US,Postal Code
9023480,"65014","Missouri","United States",21157,US,Postal Code
9023481,"65016","Missouri","United States",21157,US,Postal Code
9023482,"65017","Missouri","United States",21157,US,Postal Code
9023483,"65018","Missouri","United States",21157,US,Postal Code
9023484,"65020","Missouri","United States",21157,US,Postal Code
9023485,"65023","Missouri","United States",21157,US,Postal Code
9023486,"65024","Missouri","United States",21157,US,Postal Code
9023487,"65025","Missouri","United States",21157,US,Postal Code
9023488,"65026","Missouri","United States",21157,US,Postal Code
9023489,"65032","Missouri","United States",21157,US,Postal Code
9023490,"65034","Missouri","United States",21157,US,Postal Code
9023491,"65035","Missouri","United States",21157,US,Postal Code
9023493,"65037","Missouri","United States",21157,US,Postal Code
9023495,"65039","Missouri","United States",21157,US,Postal Code
9023496,"65040","Missouri","United States",21157,US,Postal Code
9023497,"65041","Missouri","United States",21157,US,Postal Code
9023498,"65043","Missouri","United States",21157,US,Postal Code
9023499,"65046","Missouri","United States",21157,US,Postal Code
9023500,"65047","Missouri","United States",21157,US,Postal Code
9023501,"65049","Missouri","United States",21157,US,Postal Code
9023502,"65050","Missouri","United States",21157,US,Postal Code
9023503,"65051","Missouri","United States",21157,US,Postal Code
9023504,"65052","Missouri","United States",21157,US,Postal Code
9023505,"65053","Missouri","United States",21157,US,Postal Code
9023506,"65058","Missouri","United States",21157,US,Postal Code
9023507,"65059","Missouri","United States",21157,US,Postal Code
9023508,"65061","Missouri","United States",21157,US,Postal Code
9023509,"65062","Missouri","United States",21157,US,Postal Code
9023510,"65063","Missouri","United States",21157,US,Postal Code
9023511,"65064","Missouri","United States",21157,US,Postal Code
9023512,"65065","Missouri","United States",21157,US,Postal Code
9023513,"65066","Missouri","United States",21157,US,Postal Code
9023514,"65067","Missouri","United States",21157,US,Postal Code
9023515,"65068","Missouri","United States",21157,US,Postal Code
9023516,"65069","Missouri","United States",21157,US,Postal Code
9023517,"65072","Missouri","United States",21157,US,Postal Code
9023518,"65074","Missouri","United States",21157,US,Postal Code
9023519,"65075","Missouri","United States",21157,US,Postal Code
9023520,"65076","Missouri","United States",21157,US,Postal Code
9023521,"65077","Missouri","United States",21157,US,Postal Code
9023522,"65078","Missouri","United States",21157,US,Postal Code
9023523,"65079","Missouri","United States",21157,US,Postal Code
9023524,"65080","Missouri","United States",21157,US,Postal Code
9023525,"65081","Missouri","United States",21157,US,Postal Code
9023526,"65082","Missouri","United States",21157,US,Postal Code
9023527,"65083","Missouri","United States",21157,US,Postal Code
9023528,"65084","Missouri","United States",21157,US,Postal Code
9023529,"65085","Missouri","United States",21157,US,Postal Code
9023530,"65101","Missouri","United States",21157,US,Postal Code
9023531,"65109","Missouri","United States",21157,US,Postal Code
9023532,"65111","Missouri","United States",21157,US,Postal Code
9023533,"65201","Missouri","United States",21157,US,Postal Code
9023534,"65202","Missouri","United States",21157,US,Postal Code
9023535,"65203","Missouri","United States",21157,US,Postal Code
9023536,"65211","Missouri","United States",21157,US,Postal Code
9023537,"65212","Missouri","United States",21157,US,Postal Code
9023538,"65215","Missouri","United States",21157,US,Postal Code
9023539,"65216","Missouri","United States",21157,US,Postal Code
9023540,"65217","Missouri","United States",21157,US,Postal Code
9023541,"65218","Missouri","United States",21157,US,Postal Code
9023542,"65230","Missouri","United States",21157,US,Postal Code
9023543,"65231","Missouri","United States",21157,US,Postal Code
9023544,"65232","Missouri","United States",21157,US,Postal Code
9023545,"65233","Missouri","United States",21157,US,Postal Code
9023546,"65236","Missouri","United States",21157,US,Postal Code
9023547,"65237","Missouri","United States",21157,US,Postal Code
9023548,"65239","Missouri","United States",21157,US,Postal Code
9023549,"65240","Missouri","United States",21157,US,Postal Code
9023550,"65243","Missouri","United States",21157,US,Postal Code
9023551,"65244","Missouri","United States",21157,US,Postal Code
9023552,"65246","Missouri","United States",21157,US,Postal Code
9023553,"65247","Missouri","United States",21157,US,Postal Code
9023554,"65248","Missouri","United States",21157,US,Postal Code
9023555,"65250","Missouri","United States",21157,US,Postal Code
9023556,"65251","Missouri","United States",21157,US,Postal Code
9023557,"65254","Missouri","United States",21157,US,Postal Code
9023558,"65255","Missouri","United States",21157,US,Postal Code
9023559,"65256","Missouri","United States",21157,US,Postal Code
9023560,"65257","Missouri","United States",21157,US,Postal Code
9023561,"65258","Missouri","United States",21157,US,Postal Code
9023562,"65259","Missouri","United States",21157,US,Postal Code
9023563,"65260","Missouri","United States",21157,US,Postal Code
9023564,"65261","Missouri","United States",21157,US,Postal Code
9023565,"65262","Missouri","United States",21157,US,Postal Code
9023566,"65263","Missouri","United States",21157,US,Postal Code
9023567,"65264","Missouri","United States",21157,US,Postal Code
9023568,"65265","Missouri","United States",21157,US,Postal Code
9023569,"65270","Missouri","United States",21157,US,Postal Code
9023570,"65274","Missouri","United States",21157,US,Postal Code
9023571,"65275","Missouri","United States",21157,US,Postal Code
9023572,"65276","Missouri","United States",21157,US,Postal Code
9023573,"65279","Missouri","United States",21157,US,Postal Code
9023574,"65280","Missouri","United States",21157,US,Postal Code
9023575,"65281","Missouri","United States",21157,US,Postal Code
9023576,"65282","Missouri","United States",21157,US,Postal Code
9023577,"65283","Missouri","United States",21157,US,Postal Code
9023578,"65284","Missouri","United States",21157,US,Postal Code
9023579,"65285","Missouri","United States",21157,US,Postal Code
9023580,"65286","Missouri","United States",21157,US,Postal Code
9023581,"65287","Missouri","United States",21157,US,Postal Code
9023582,"65301","Missouri","United States",21157,US,Postal Code
9023583,"65305","Missouri","United States",21157,US,Postal Code
9023584,"65320","Missouri","United States",21157,US,Postal Code
9023585,"65321","Missouri","United States",21157,US,Postal Code
9023586,"65322","Missouri","United States",21157,US,Postal Code
9023587,"65323","Missouri","United States",21157,US,Postal Code
9023588,"65324","Missouri","United States",21157,US,Postal Code
9023589,"65325","Missouri","United States",21157,US,Postal Code
9023590,"65326","Missouri","United States",21157,US,Postal Code
9023592,"65329","Missouri","United States",21157,US,Postal Code
9023593,"65330","Missouri","United States",21157,US,Postal Code
9023594,"65332","Missouri","United States",21157,US,Postal Code
9023595,"65333","Missouri","United States",21157,US,Postal Code
9023596,"65334","Missouri","United States",21157,US,Postal Code
9023597,"65335","Missouri","United States",21157,US,Postal Code
9023598,"65336","Missouri","United States",21157,US,Postal Code
9023599,"65337","Missouri","United States",21157,US,Postal Code
9023600,"65338","Missouri","United States",21157,US,Postal Code
9023601,"65339","Missouri","United States",21157,US,Postal Code
9023602,"65340","Missouri","United States",21157,US,Postal Code
9023603,"65344","Missouri","United States",21157,US,Postal Code
9023604,"65345","Missouri","United States",21157,US,Postal Code
9023605,"65347","Missouri","United States",21157,US,Postal Code
9023606,"65348","Missouri","United States",21157,US,Postal Code
9023607,"65349","Missouri","United States",21157,US,Postal Code
9023608,"65350","Missouri","United States",21157,US,Postal Code
9023609,"65351","Missouri","United States",21157,US,Postal Code
9023610,"65354","Missouri","United States",21157,US,Postal Code
9023611,"65355","Missouri","United States",21157,US,Postal Code
9023612,"65360","Missouri","United States",21157,US,Postal Code
9023613,"65401","Missouri","United States",21157,US,Postal Code
9023614,"65409","Missouri","United States",21157,US,Postal Code
9023615,"65436","Missouri","United States",21157,US,Postal Code
9023616,"65438","Missouri","United States",21157,US,Postal Code
9023617,"65439","Missouri","United States",21157,US,Postal Code
9023618,"65440","Missouri","United States",21157,US,Postal Code
9023619,"65441","Missouri","United States",21157,US,Postal Code
9023620,"65443","Missouri","United States",21157,US,Postal Code
9023621,"65444","Missouri","United States",21157,US,Postal Code
9023622,"65446","Missouri","United States",21157,US,Postal Code
9023623,"65449","Missouri","United States",21157,US,Postal Code
9023624,"65452","Missouri","United States",21157,US,Postal Code
9023625,"65453","Missouri","United States",21157,US,Postal Code
9023626,"65456","Missouri","United States",21157,US,Postal Code
9023627,"65457","Missouri","United States",21157,US,Postal Code
9023628,"65459","Missouri","United States",21157,US,Postal Code
9023629,"65461","Missouri","United States",21157,US,Postal Code
9023630,"65462","Missouri","United States",21157,US,Postal Code
9023631,"65463","Missouri","United States",21157,US,Postal Code
9023632,"65464","Missouri","United States",21157,US,Postal Code
9023633,"65466","Missouri","United States",21157,US,Postal Code
9023634,"65468","Missouri","United States",21157,US,Postal Code
9023635,"65470","Missouri","United States",21157,US,Postal Code
9023636,"65473","Missouri","United States",21157,US,Postal Code
9023637,"65479","Missouri","United States",21157,US,Postal Code
9023638,"65483","Missouri","United States",21157,US,Postal Code
9023639,"65484","Missouri","United States",21157,US,Postal Code
9023640,"65486","Missouri","United States",21157,US,Postal Code
9023641,"65501","Missouri","United States",21157,US,Postal Code
9023642,"65529","Missouri","United States",21157,US,Postal Code
9023643,"65534","Missouri","United States",21157,US,Postal Code
9023644,"65535","Missouri","United States",21157,US,Postal Code
9023645,"65536","Missouri","United States",21157,US,Postal Code
9023647,"65542","Missouri","United States",21157,US,Postal Code
9023648,"65543","Missouri","United States",21157,US,Postal Code
9023649,"65548","Missouri","United States",21157,US,Postal Code
9023650,"65550","Missouri","United States",21157,US,Postal Code
9023651,"65552","Missouri","United States",21157,US,Postal Code
9023652,"65555","Missouri","United States",21157,US,Postal Code
9023653,"65556","Missouri","United States",21157,US,Postal Code
9023654,"65557","Missouri","United States",21157,US,Postal Code
9023655,"65559","Missouri","United States",21157,US,Postal Code
9023656,"65560","Missouri","United States",21157,US,Postal Code
9023657,"65564","Missouri","United States",21157,US,Postal Code
9023658,"65565","Missouri","United States",21157,US,Postal Code
9023659,"65566","Missouri","United States",21157,US,Postal Code
9023660,"65567","Missouri","United States",21157,US,Postal Code
9023661,"65570","Missouri","United States",21157,US,Postal Code
9023662,"65571","Missouri","United States",21157,US,Postal Code
9023663,"65580","Missouri","United States",21157,US,Postal Code
9023664,"65582","Missouri","United States",21157,US,Postal Code
9023665,"65583","Missouri","United States",21157,US,Postal Code
9023666,"65584","Missouri","United States",21157,US,Postal Code
9023667,"65588","Missouri","United States",21157,US,Postal Code
9023668,"65589","Missouri","United States",21157,US,Postal Code
9023669,"65590","Missouri","United States",21157,US,Postal Code
9023670,"65591","Missouri","United States",21157,US,Postal Code
9023671,"65601","Missouri","United States",21157,US,Postal Code
9023672,"65603","Missouri","United States",21157,US,Postal Code
9023673,"65604","Missouri","United States",21157,US,Postal Code
9023674,"65605","Missouri","United States",21157,US,Postal Code
9023675,"65606","Missouri","United States",21157,US,Postal Code
9023676,"65608","Missouri","United States",21157,US,Postal Code
9023677,"65609","Missouri","United States",21157,US,Postal Code
9023678,"65610","Missouri","United States",21157,US,Postal Code
9023679,"65611","Missouri","United States",21157,US,Postal Code
9023680,"65612","Missouri","United States",21157,US,Postal Code
9023681,"65613","Missouri","United States",21157,US,Postal Code
9023682,"65614","Missouri","United States",21157,US,Postal Code
9023683,"65616","Missouri","United States",21157,US,Postal Code
9023684,"65617","Missouri","United States",21157,US,Postal Code
9023685,"65618","Missouri","United States",21157,US,Postal Code
9023686,"65619","Missouri","United States",21157,US,Postal Code
9023687,"65620","Missouri","United States",21157,US,Postal Code
9023688,"65622","Missouri","United States",21157,US,Postal Code
9023689,"65624","Missouri","United States",21157,US,Postal Code
9023690,"65625","Missouri","United States",21157,US,Postal Code
9023691,"65626","Missouri","United States",21157,US,Postal Code
9023692,"65627","Missouri","United States",21157,US,Postal Code
9023693,"65629","Missouri","United States",21157,US,Postal Code
9023694,"65630","Missouri","United States",21157,US,Postal Code
9023695,"65631","Missouri","United States",21157,US,Postal Code
9023696,"65632","Missouri","United States",21157,US,Postal Code
9023697,"65633","Missouri","United States",21157,US,Postal Code
9023698,"65634","Missouri","United States",21157,US,Postal Code
9023699,"65635","Missouri","United States",21157,US,Postal Code
9023700,"65637","Missouri","United States",21157,US,Postal Code
9023701,"65638","Missouri","United States",21157,US,Postal Code
9023702,"65640","Missouri","United States",21157,US,Postal Code
9023703,"65641","Missouri","United States",21157,US,Postal Code
9023704,"65644","Missouri","United States",21157,US,Postal Code
9023705,"65646","Missouri","United States",21157,US,Postal Code
9023706,"65647","Missouri","United States",21157,US,Postal Code
9023707,"65648","Missouri","United States",21157,US,Postal Code
9023708,"65649","Missouri","United States",21157,US,Postal Code
9023709,"65650","Missouri","United States",21157,US,Postal Code
9023710,"65652","Missouri","United States",21157,US,Postal Code
9023711,"65653","Missouri","United States",21157,US,Postal Code
9023712,"65655","Missouri","United States",21157,US,Postal Code
9023713,"65656","Missouri","United States",21157,US,Postal Code
9023714,"65657","Missouri","United States",21157,US,Postal Code
9023715,"65658","Missouri","United States",21157,US,Postal Code
9023716,"65660","Missouri","United States",21157,US,Postal Code
9023717,"65661","Missouri","United States",21157,US,Postal Code
9023718,"65662","Missouri","United States",21157,US,Postal Code
9023719,"65663","Missouri","United States",21157,US,Postal Code
9023721,"65667","Missouri","United States",21157,US,Postal Code
9023722,"65668","Missouri","United States",21157,US,Postal Code
9023723,"65669","Missouri","United States",21157,US,Postal Code
9023724,"65672","Missouri","United States",21157,US,Postal Code
9023725,"65674","Missouri","United States",21157,US,Postal Code
9023726,"65676","Missouri","United States",21157,US,Postal Code
9023727,"65679","Missouri","United States",21157,US,Postal Code
9023728,"65680","Missouri","United States",21157,US,Postal Code
9023729,"65681","Missouri","United States",21157,US,Postal Code
9023730,"65682","Missouri","United States",21157,US,Postal Code
9023731,"65685","Missouri","United States",21157,US,Postal Code
9023732,"65686","Missouri","United States",21157,US,Postal Code
9023733,"65689","Missouri","United States",21157,US,Postal Code
9023734,"65690","Missouri","United States",21157,US,Postal Code
9023735,"65692","Missouri","United States",21157,US,Postal Code
9023736,"65702","Missouri","United States",21157,US,Postal Code
9023737,"65704","Missouri","United States",21157,US,Postal Code
9023738,"65705","Missouri","United States",21157,US,Postal Code
9023739,"65706","Missouri","United States",21157,US,Postal Code
9023740,"65707","Missouri","United States",21157,US,Postal Code
9023741,"65708","Missouri","United States",21157,US,Postal Code
9023742,"65710","Missouri","United States",21157,US,Postal Code
9023743,"65711","Missouri","United States",21157,US,Postal Code
9023744,"65712","Missouri","United States",21157,US,Postal Code
9023745,"65713","Missouri","United States",21157,US,Postal Code
9023746,"65714","Missouri","United States",21157,US,Postal Code
9023747,"65715","Missouri","United States",21157,US,Postal Code
9023748,"65717","Missouri","United States",21157,US,Postal Code
9023749,"65720","Missouri","United States",21157,US,Postal Code
9023750,"65721","Missouri","United States",21157,US,Postal Code
9023751,"65722","Missouri","United States",21157,US,Postal Code
9023752,"65723","Missouri","United States",21157,US,Postal Code
9023753,"65724","Missouri","United States",21157,US,Postal Code
9023754,"65725","Missouri","United States",21157,US,Postal Code
9023755,"65727","Missouri","United States",21157,US,Postal Code
9023756,"65728","Missouri","United States",21157,US,Postal Code
9023757,"65729","Missouri","United States",21157,US,Postal Code
9023758,"65730","Missouri","United States",21157,US,Postal Code
9023759,"65731","Missouri","United States",21157,US,Postal Code
9023760,"65732","Missouri","United States",21157,US,Postal Code
9023761,"65733","Missouri","United States",21157,US,Postal Code
9023762,"65734","Missouri","United States",21157,US,Postal Code
9023763,"65737","Missouri","United States",21157,US,Postal Code
9023764,"65738","Missouri","United States",21157,US,Postal Code
9023765,"65739","Missouri","United States",21157,US,Postal Code
9023766,"65740","Missouri","United States",21157,US,Postal Code
9023767,"65742","Missouri","United States",21157,US,Postal Code
9023768,"65744","Missouri","United States",21157,US,Postal Code
9023769,"65745","Missouri","United States",21157,US,Postal Code
9023770,"65746","Missouri","United States",21157,US,Postal Code
9023771,"65747","Missouri","United States",21157,US,Postal Code
9023772,"65752","Missouri","United States",21157,US,Postal Code
9023773,"65753","Missouri","United States",21157,US,Postal Code
9023774,"65754","Missouri","United States",21157,US,Postal Code
9023775,"65755","Missouri","United States",21157,US,Postal Code
9023776,"65756","Missouri","United States",21157,US,Postal Code
9023777,"65757","Missouri","United States",21157,US,Postal Code
9023778,"65759","Missouri","United States",21157,US,Postal Code
9023779,"65760","Missouri","United States",21157,US,Postal Code
9023780,"65761","Missouri","United States",21157,US,Postal Code
9023781,"65762","Missouri","United States",21157,US,Postal Code
9023782,"65764","Missouri","United States",21157,US,Postal Code
9023783,"65766","Missouri","United States",21157,US,Postal Code
9023784,"65767","Missouri","United States",21157,US,Postal Code
9023785,"65768","Missouri","United States",21157,US,Postal Code
9023786,"65769","Missouri","United States",21157,US,Postal Code
9023787,"65770","Missouri","United States",21157,US,Postal Code
9023788,"65771","Missouri","United States",21157,US,Postal Code
9023789,"65772","Missouri","United States",21157,US,Postal Code
9023790,"65773","Missouri","United States",21157,US,Postal Code
9023791,"65774","Missouri","United States",21157,US,Postal Code
9023792,"65775","Missouri","United States",21157,US,Postal Code
9023793,"65777","Missouri","United States",21157,US,Postal Code
9023794,"65778","Missouri","United States",21157,US,Postal Code
9023795,"65779","Missouri","United States",21157,US,Postal Code
9023796,"65781","Missouri","United States",21157,US,Postal Code
9023797,"65783","Missouri","United States",21157,US,Postal Code
9023798,"65784","Missouri","United States",21157,US,Postal Code
9023799,"65785","Missouri","United States",21157,US,Postal Code
9023800,"65786","Missouri","United States",21157,US,Postal Code
9023801,"65787","Missouri","United States",21157,US,Postal Code
9023802,"65788","Missouri","United States",21157,US,Postal Code
9023803,"65789","Missouri","United States",21157,US,Postal Code
9023804,"65790","Missouri","United States",21157,US,Postal Code
9023805,"65791","Missouri","United States",21157,US,Postal Code
9023806,"65793","Missouri","United States",21157,US,Postal Code
9023808,"65802","Missouri","United States",21157,US,Postal Code
9023809,"65803","Missouri","United States",21157,US,Postal Code
9023810,"65804","Missouri","United States",21157,US,Postal Code
9023811,"65806","Missouri","United States",21157,US,Postal Code
9023812,"65807","Missouri","United States",21157,US,Postal Code
9023813,"65809","Missouri","United States",21157,US,Postal Code
9023814,"65810","Missouri","United States",21157,US,Postal Code
9023815,"65897","Missouri","United States",21157,US,Postal Code
9041424,"Joplin Regional Airport","Missouri","United States",21157,US,Airport
9041436,"Kansas City International Airport","Missouri","United States",21157,US,Airport
9041443,"Charles B. Wheeler Downtown Airport","Missouri","United States",21157,US,Airport
9041496,"St. Louis Lambert International Airport","Missouri","United States",21157,US,Airport
9051497,"Affton","Missouri","United States",21157,US,City
9051576,"Bellefontaine Neighbors","Missouri","United States",21157,US,City
9051589,"Berkeley","Missouri","United States",21157,US,City
9051635,"Brentwood","Missouri","United States",21157,US,City
9051738,"Clayton","St. Louis County","Missouri",21157,US,City
9051761,"Concord","Missouri","United States",21157,US,City
9051787,"Crestwood","Missouri","United States",21157,US,City
9051789,"Creve Coeur","Missouri","United States",21157,US,City
9051830,"Des Peres","Missouri","United States",21157,US,City
9051942,"Ferguson","Missouri","United States",21157,US,City
9052025,"Gladstone","Missouri","United States",21157,US,City
9052203,"Jennings","Missouri","United States",21157,US,City
9052245,"Kirkwood","Missouri","United States",21157,US,City
9052256,"Ladue","Missouri","United States",21157,US,City
9052375,"Manchester","Missouri","United States",21157,US,City
9052390,"Maplewood","Missouri","United States",21157,US,City
9052416,"Mehlville","Missouri","United States",21157,US,City
9052496,"Murphy","Missouri","United States",21157,US,City
9052527,"Normandy","Missouri","United States",21157,US,City
9052542,"North Kansas City","Missouri","United States",21157,US,City
9052587,"Oakville","Missouri","United States",21157,US,City
9052598,"Olivette","Missouri","United States",21157,US,City
9052616,"Overland","Missouri","United States",21157,US,City
9052642,"Parkville","Missouri","United States",21157,US,City
9052731,"Raytown","Missouri","United States",21157,US,City
9052744,"Richmond Heights","Missouri","United States",21157,US,City
9052894,"Spanish Lake","Missouri","United States",21157,US,City
9052916,"Saint John","Missouri","United States",21157,US,City
9052946,"Sunset Hills","Missouri","United States",21157,US,City
9052999,"Town and Country","Missouri","United States",21157,US,City
9053026,"University City","Missouri","United States",21157,US,City
9053090,"Webster Groves","Missouri","United States",21157,US,City
9053096,"Weldon Spring","Missouri","United States",21157,US,City
9053163,"Wildwood","Missouri","United States",21157,US,City
9053926,"64999","Missouri","United States",21157,US,Postal Code
9053927,"64144","Missouri","United States",21157,US,Postal Code
9053929,"64686","Missouri","United States",21157,US,Postal Code
9053930,"65735","Missouri","United States",21157,US,Postal Code
9053934,"64847","Missouri","United States",21157,US,Postal Code
9053946,"65890","Missouri","United States",21157,US,Postal Code
9053947,"65899","Missouri","United States",21157,US,Postal Code
9053948,"65898","Missouri","United States",21157,US,Postal Code
9053963,"63099","Missouri","United States",21157,US,Postal Code
9053964,"63674","Missouri","United States",21157,US,Postal Code
9053965,"63061","Missouri","United States",21157,US,Postal Code
9053966,"63073","Missouri","United States",21157,US,Postal Code
9053967,"65541","Missouri","United States",21157,US,Postal Code
9053968,"65048","Missouri","United States",21157,US,Postal Code
9053969,"65054","Missouri","United States",21157,US,Postal Code
9053970,"63467","Missouri","United States",21157,US,Postal Code
9053971,"63346","Missouri","United States",21157,US,Postal Code
9054452,"63760","Missouri","United States",21157,US,Postal Code
